kaisai_tsukihi,keibajo_code,race_bango,top3_hit_count,top5_hit_count,top3_predicted,top3_actual,top5_predicted,top5_actual
113,54,3,2,3,"6,2,4","2,6,9","6,2,4,9,7","2,6,9"
113,54,4,2,3,"2,3,1","2,3,7","2,3,1,6,7","2,3,7"
113,54,5,1,3,"7,2,5","2,3,1","7,2,5,1,3","2,3,1"
113,54,6,2,3,"5,4,3","5,4,7","5,4,3,1,7","5,4,7"
113,54,7,2,3,"4,2,1","4,1,8","4,2,1,8,7","4,1,8"
113,54,8,1,2,"2,6,4","4,5,7","2,6,4,5,3","4,5,7"
113,54,9,1,2,"7,2,6","5,2,4","7,2,6,3,5","5,2,4"
113,54,10,1,1,"6,5,1","5,8,7","6,5,1,11,2","5,8,7"
114,44,1,2,3,"5,1,4","5,1,8","5,1,4,8,3","5,1,8"
114,44,2,2,2,"13,12,2","2,10,13","13,12,2,16,9","2,10,13"
114,44,3,1,2,"3,11,4","3,6,9","3,11,4,6,1","3,6,9"
114,44,4,1,2,"1,10,2","10,4,3","1,10,2,4,7","10,4,3"
114,44,5,2,3,"10,6,3","6,10,7","10,6,3,7,2","6,10,7"
114,44,6,3,3,"12,2,4","2,12,4","12,2,4,8,1","2,12,4"
114,44,7,1,2,"12,8,6","5,12,11","12,8,6,5,4","5,12,11"
114,44,8,1,1,"8,4,12","8,3,13","8,4,12,11,5","8,3,13"
114,44,9,1,2,"7,8,9","5,10,9","7,8,9,2,10","5,10,9"
114,44,10,0,1,"10,7,16","8,2,12","10,7,16,11,8","8,2,12"
114,44,11,2,2,"11,7,9","3,9,7","11,7,9,8,5","3,9,7"
114,44,12,2,2,"10,14,7","10,7,5","10,14,7,13,11","10,7,5"
114,48,1,2,2,"5,3,2","3,5,10","5,3,2,8,9","3,5,10"
114,48,2,1,2,"9,1,3","3,5,6","9,1,3,6,4","3,5,6"
114,48,3,2,2,"5,7,3","5,7,9","5,7,3,6,11","5,7,9"
114,48,4,2,3,"3,5,4","10,4,3","3,5,4,8,10","10,4,3"
114,48,5,2,3,"9,2,6","6,9,5","9,2,6,5,7","6,9,5"
114,48,6,1,2,"9,3,6","8,1,9","9,3,6,8,10","8,1,9"
114,48,7,0,0,"10,1,3","5,2,8","10,1,3,9,4","5,2,8"
114,48,8,0,2,"4,8,5","7,1,10","4,8,5,7,10","7,1,10"
114,48,9,1,2,"5,8,2","9,7,5","5,8,2,6,9","9,7,5"
114,48,10,0,1,"3,4,1","11,2,7","3,4,1,2,6","11,2,7"
114,48,11,1,3,"5,2,6","6,1,3","5,2,6,3,1","6,1,3"
114,48,12,1,2,"7,8,5","9,5,4","7,8,5,9,10","9,5,4"
114,50,1,1,2,"11,3,8","4,1,3","11,3,8,1,2","4,1,3"
114,50,2,2,3,"1,4,8","1,7,4","1,4,8,7,6","1,7,4"
114,50,3,1,2,"3,2,11","2,10,4","3,2,11,4,1","2,10,4"
114,50,4,2,2,"8,5,4","9,5,4","8,5,4,10,2","9,5,4"
114,50,5,0,1,"3,8,12","9,4,2","3,8,12,4,7","9,4,2"
114,50,6,1,2,"8,10,2","1,5,10","8,10,2,5,4","1,5,10"
114,50,7,0,0,"5,9,10","1,8,3","5,9,10,6,7","1,8,3"
114,50,8,1,1,"6,9,8","6,7,2","6,9,8,5,4","6,7,2"
114,50,9,1,2,"4,9,7","4,8,1","4,9,7,3,1","4,8,1"
114,50,10,1,2,"3,5,10","6,2,10","3,5,10,1,2","6,2,10"
114,50,11,2,2,"8,10,7","10,8,3","8,10,7,11,9","10,8,3"
114,50,12,1,3,"4,6,5","6,2,8","4,6,5,2,8","6,2,8"
115,44,1,2,3,"5,2,12","12,2,11","5,2,12,11,6","12,2,11"
115,44,2,2,3,"1,6,2","1,6,3","1,6,2,5,3","1,6,3"
115,44,3,2,3,"8,7,2","5,2,8","8,7,2,5,4","5,2,8"
115,44,4,1,2,"4,6,14","3,4,10","4,6,14,3,8","3,4,10"
115,44,5,3,3,"4,13,12","13,12,4","4,13,12,1,6","13,12,4"
115,44,6,1,2,"11,4,8","4,3,6","11,4,8,13,6","4,3,6"
115,44,7,1,2,"2,7,11","2,6,1","2,7,11,5,6","2,6,1"
115,44,8,1,2,"4,7,3","5,4,2","4,7,3,5,6","5,4,2"
115,44,9,2,2,"8,6,9","8,6,2","8,6,9,1,10","8,6,2"
115,44,10,2,2,"9,2,1","9,10,2","9,2,1,7,4","9,10,2"
115,44,11,2,2,"1,8,9","8,1,10","1,8,9,3,7","8,1,10"
115,44,12,1,2,"2,7,5","1,5,6","2,7,5,8,6","1,5,6"
115,48,1,2,3,"9,1,8","2,9,1","9,1,8,7,2","2,9,1"
115,48,2,1,2,"10,7,8","7,9,3","10,7,8,9,1","7,9,3"
115,48,3,2,2,"7,1,5","4,1,7","7,1,5,3,8","4,1,7"
115,48,4,1,2,"11,4,9","4,7,10","11,4,9,5,10","4,7,10"
115,48,5,1,2,"3,10,4","8,10,5","3,10,4,2,8","8,10,5"
115,48,6,1,2,"2,9,3","10,6,2","2,9,3,11,6","10,6,2"
115,48,7,2,2,"10,8,2","10,8,4","10,8,2,7,6","10,8,4"
115,48,8,2,3,"1,4,3","5,4,1","1,4,3,5,2","5,4,1"
115,48,9,1,2,"5,10,2","5,1,7","5,10,2,1,3","5,1,7"
115,48,10,3,3,"10,7,4","10,7,4","10,7,4,5,9","10,7,4"
115,48,11,3,3,"6,1,5","5,1,6","6,1,5,4,7","5,1,6"
115,48,12,2,3,"5,7,4","5,7,1","5,7,4,1,2","5,7,1"
115,50,1,0,0,"5,11,12","7,2,9","5,11,12,10,3","7,2,9"
115,50,2,3,3,"6,12,7","12,7,6","6,12,7,4,5","12,7,6"
115,50,3,1,1,"4,2,1","4,6,5","4,2,1,8,12","4,6,5"
115,50,4,0,2,"2,11,3","1,9,7","2,11,3,1,7","1,9,7"
115,50,5,2,2,"10,3,2","12,3,10","10,3,2,11,7","12,3,10"
115,50,6,1,2,"2,9,5","1,10,9","2,9,5,8,10","1,10,9"
115,50,7,1,1,"1,2,8","4,2,7","1,2,8,3,10","4,2,7"
115,50,8,1,1,"8,9,6","8,5,3","8,9,6,2,1","8,5,3"
115,50,9,2,2,"5,3,1","5,3,4","5,3,1,6,2","5,3,4"
115,50,10,2,2,"7,8,2","4,7,8","7,8,2,3,9","4,7,8"
115,50,11,2,3,"2,10,7","2,8,7","2,10,7,8,11","2,8,7"
115,50,12,1,1,"1,8,4","1,5,9","1,8,4,6,2","1,5,9"
116,44,1,1,1,"5,10,14","5,1,12","5,10,14,4,9","5,1,12"
116,44,2,1,1,"15,5,3","10,13,15","15,5,3,14,9","10,13,15"
116,44,3,1,2,"8,4,10","8,3,11","8,4,10,9,11","8,3,11"
116,44,4,1,3,"10,4,6","14,4,7","10,4,6,14,7","14,4,7"
116,44,5,2,3,"6,4,12","4,6,1","6,4,12,1,8","4,6,1"
116,44,6,3,3,"3,13,10","13,10,3","3,13,10,2,5","13,10,3"
116,44,7,1,2,"4,7,9","5,9,1","4,7,9,6,5","5,9,1"
116,44,8,3,3,"9,6,12","6,12,9","9,6,12,1,2","6,12,9"
116,44,9,1,1,"6,8,11","6,12,3","6,8,11,1,10","6,12,3"
116,44,10,0,0,"5,11,8","3,2,1","5,11,8,4,10","3,2,1"
116,44,11,2,2,"6,4,10","6,4,7","6,4,10,1,3","6,4,7"
116,44,12,2,2,"3,6,4","7,4,6","3,6,4,5,13","7,4,6"
116,48,1,2,2,"4,9,3","4,3,10","4,9,3,5,2","4,3,10"
116,48,2,1,1,"6,11,9","2,8,11","6,11,9,3,4","2,8,11"
116,48,3,1,2,"2,1,5","8,10,5","2,1,5,4,10","8,10,5"
116,48,4,3,3,"10,8,5","10,5,8","10,8,5,6,3","10,5,8"
116,48,5,3,3,"7,1,5","1,5,7","7,1,5,2,9","1,5,7"
116,48,6,3,3,"10,3,6","6,10,3","10,3,6,4,9","6,10,3"
116,48,7,2,3,"6,7,1","9,7,6","6,7,1,9,10","9,7,6"
116,48,8,2,2,"7,12,10","4,12,7","7,12,10,9,6","4,12,7"
116,48,9,1,2,"3,6,5","9,6,7","3,6,5,1,9","9,6,7"
116,48,10,1,1,"6,5,11","5,9,3","6,5,11,7,8","5,9,3"
116,48,11,2,3,"3,2,4","3,6,4","3,2,4,7,6","3,6,4"
116,48,12,1,2,"2,5,3","9,5,12","2,5,3,10,12","9,5,12"
117,55,1,0,2,"10,2,1","3,4,8","10,2,1,3,4","3,4,8"
117,55,2,2,3,"11,5,6","4,5,11","11,5,6,9,4","4,5,11"
117,55,3,0,1,"3,6,4","1,7,8","3,6,4,7,5","1,7,8"
117,55,4,1,1,"2,9,1","2,10,6","2,9,1,5,4","2,10,6"
117,55,5,1,2,"9,8,11","7,8,3","9,8,11,7,2","7,8,3"
117,55,6,0,0,"10,6,3","1,5,7","10,6,3,2,4","1,5,7"
117,55,7,3,3,"8,3,5","8,3,5","8,3,5,4,1","8,3,5"
117,55,8,1,1,"6,2,8","4,10,6","6,2,8,1,9","4,10,6"
117,55,9,2,2,"7,3,10","12,10,7","7,3,10,1,9","12,10,7"
117,55,10,1,2,"7,5,3","1,8,5","7,5,3,1,11","1,8,5"
118,54,1,0,2,"2,6,3","1,7,5","2,6,3,5,1","1,7,5"
118,54,2,2,3,"1,5,6","7,6,1","1,5,6,4,7","7,6,1"
118,54,3,0,1,"2,5,8","4,9,7","2,5,8,7,3","4,9,7"
118,54,4,2,2,"7,6,9","6,1,7","7,6,9,4,10","6,1,7"
118,54,5,1,2,"8,10,7","10,5,4","8,10,7,3,5","10,5,4"
118,54,6,2,2,"1,4,6","1,6,7","1,4,6,5,8","1,6,7"
118,54,7,0,1,"3,1,8","6,2,4","3,1,8,5,2","6,2,4"
118,54,8,2,3,"8,7,1","8,5,7","8,7,1,4,5","8,5,7"
118,54,9,2,2,"3,7,8","3,8,6","3,7,8,10,9","3,8,6"
118,54,10,2,2,"8,9,11","11,5,9","8,9,11,1,10","11,5,9"
118,55,1,1,2,"7,5,3","7,4,2","7,5,3,4,1","7,4,2"
118,55,2,2,2,"9,5,3","11,9,3","9,5,3,2,7","11,9,3"
118,55,3,1,1,"9,7,3","2,7,6","9,7,3,8,10","2,7,6"
118,55,4,1,2,"11,4,7","4,6,10","11,4,7,10,8","4,6,10"
118,55,5,2,3,"8,4,7","8,4,1","8,4,7,5,1","8,4,1"
118,55,6,2,3,"5,2,7","5,2,4","5,2,7,6,4","5,2,4"
118,55,7,2,2,"6,8,7","5,8,6","6,8,7,3,9","5,8,6"
118,55,8,1,2,"5,10,6","11,5,4","5,10,6,9,11","11,5,4"
118,55,9,1,2,"7,6,9","7,1,11","7,6,9,11,10","7,1,11"
118,55,10,1,1,"8,4,9","8,6,1","8,4,9,7,2","8,6,1"
119,43,1,2,2,"6,1,9","6,1,3","6,1,9,11,12","6,1,3"
119,43,2,2,2,"10,7,4","10,4,1","10,7,4,2,5","10,4,1"
119,43,3,1,2,"5,10,12","3,7,5","5,10,12,3,6","3,7,5"
119,43,4,1,1,"1,7,8","4,8,11","1,7,8,10,3","4,8,11"
119,43,5,1,2,"1,10,2","1,12,4","1,10,2,12,5","1,12,4"
119,43,6,3,3,"7,9,8","9,8,7","7,9,8,4,12","9,8,7"
119,43,7,1,1,"10,1,9","10,8,11","10,1,9,2,5","10,8,11"
119,43,8,2,3,"8,3,4","3,12,8","8,3,4,9,12","3,12,8"
119,43,9,0,1,"5,2,7","9,3,10","5,2,7,4,9","9,3,10"
119,43,10,1,1,"11,12,3","3,4,6","11,12,3,7,1","3,4,6"
119,43,11,2,2,"5,9,13","4,13,9","5,9,13,10,8","4,13,9"
119,43,12,2,2,"4,13,7","6,4,13","4,13,7,14,9","6,4,13"
119,48,1,3,3,"7,11,3","7,3,11","7,11,3,1,9","7,3,11"
119,48,2,1,2,"11,4,10","1,7,4","11,4,10,8,1","1,7,4"
119,48,3,2,2,"7,5,8","5,6,7","7,5,8,2,1","5,6,7"
119,48,4,1,2,"6,3,9","10,6,4","6,3,9,1,4","10,6,4"
119,48,5,2,2,"2,6,1","6,7,2","2,6,1,5,4","6,7,2"
119,48,6,3,3,"5,10,11","5,10,11","5,10,11,3,7","5,10,11"
119,48,7,1,2,"9,8,7","6,7,5","9,8,7,5,2","6,7,5"
119,48,8,0,1,"9,1,5","10,4,8","9,1,5,4,6","10,4,8"
119,48,9,1,3,"10,8,1","8,6,4","10,8,1,4,6","8,6,4"
119,48,10,3,3,"5,4,2","5,4,2","5,4,2,7,1","5,4,2"
119,48,11,1,1,"2,3,5","2,8,1","2,3,5,4,6","2,8,1"
119,48,12,1,2,"1,5,6","1,4,3","1,5,6,4,2","1,4,3"
120,43,1,1,2,"9,4,6","9,2,8","9,4,6,1,2","9,2,8"
120,43,2,2,2,"5,6,7","5,6,1","5,6,7,3,8","5,6,1"
120,43,3,2,2,"10,4,7","10,4,6","10,4,7,12,1","10,4,6"
120,43,4,2,3,"7,11,4","7,11,1","7,11,4,9,1","7,11,1"
120,43,5,1,2,"5,6,10","10,8,7","5,6,10,7,2","10,8,7"
120,43,6,0,2,"2,5,9","8,6,3","2,5,9,3,6","8,6,3"
120,43,7,1,2,"6,10,8","7,6,9","6,10,8,7,3","7,6,9"
120,43,8,2,2,"8,5,10","5,4,8","8,5,10,3,9","5,4,8"
120,43,9,2,3,"2,6,7","2,10,6","2,6,7,10,5","2,10,6"
120,43,10,3,3,"10,3,4","10,4,3","10,3,4,11,1","10,4,3"
120,43,11,1,1,"4,3,1","10,3,12","4,3,1,2,5","10,3,12"
120,43,12,2,2,"14,5,13","13,7,5","14,5,13,11,3","13,7,5"
120,47,1,1,1,"4,7,5","4,8,6","4,7,5,1,3","4,8,6"
120,47,2,1,1,"8,6,2","3,8,4","8,6,2,5,1","3,8,4"
120,47,3,1,3,"4,5,2","2,3,8","4,5,2,3,8","2,3,8"
120,47,4,2,3,"4,5,6","3,4,5","4,5,6,3,1","3,4,5"
120,47,5,1,1,"8,9,4","5,8,2","8,9,4,6,7","5,8,2"
120,47,6,1,1,"5,2,1","5,3,9","5,2,1,6,8","5,3,9"
120,47,7,2,3,"8,1,6","3,6,8","8,1,6,5,3","3,6,8"
120,47,8,1,2,"6,2,8","5,6,7","6,2,8,5,3","5,6,7"
120,47,9,2,3,"10,5,6","2,10,5","10,5,6,1,2","2,10,5"
120,47,10,0,1,"6,4,3","10,7,1","6,4,3,5,10","10,7,1"
120,51,1,1,1,"5,6,10","5,4,2","5,6,10,8,9","5,4,2"
120,51,2,2,3,"1,7,5","1,7,2","1,7,5,2,8","1,7,2"
120,51,3,2,3,"1,3,9","3,1,10","1,3,9,10,2","3,1,10"
120,51,4,1,1,"10,9,3","9,1,5","10,9,3,6,7","9,1,5"
120,51,5,1,2,"12,4,1","8,4,11","12,4,1,9,11","8,4,11"
120,51,6,3,3,"3,10,9","9,3,10","3,10,9,7,4","9,3,10"
120,51,7,1,2,"6,9,2","9,8,5","6,9,2,5,10","9,8,5"
120,51,8,1,2,"5,8,2","6,2,4","5,8,2,9,6","6,2,4"
120,51,9,0,0,"6,8,5","7,2,1","6,8,5,3,4","7,2,1"
120,51,10,1,2,"8,10,3","8,4,1","8,10,3,4,9","8,4,1"
120,51,11,2,3,"5,9,1","1,11,9","5,9,1,7,11","1,11,9"
120,51,12,2,2,"2,10,5","2,3,5","2,10,5,6,12","2,3,5"
120,54,1,2,2,"2,4,3","5,2,4","2,4,3,8,9","5,2,4"
120,54,2,2,2,"5,4,11","4,10,5","5,4,11,8,7","4,10,5"
120,54,3,2,3,"7,8,1","7,10,1","7,8,1,10,5","7,10,1"
120,54,4,1,1,"5,8,2","5,3,7","5,8,2,10,6","5,3,7"
120,54,5,2,3,"8,1,4","4,8,6","8,1,4,6,3","4,8,6"
120,54,6,2,3,"3,5,2","5,2,4","3,5,2,4,1","5,2,4"
120,54,7,2,3,"4,3,1","1,6,3","4,3,1,6,2","1,6,3"
120,54,8,2,3,"9,1,2","1,9,6","9,1,2,6,7","1,9,6"
120,54,9,3,3,"6,5,4","5,4,6","6,5,4,1,3","5,4,6"
120,54,10,1,2,"8,5,9","2,8,7","8,5,9,7,6","2,8,7"
120,54,11,0,1,"11,3,12","7,5,1","11,3,12,7,10","7,5,1"
121,43,1,0,0,"1,4,3","8,5,10","1,4,3,7,6","8,5,10"
121,43,2,2,2,"6,10,11","6,11,5","6,10,11,3,8","6,11,5"
121,43,3,1,2,"12,3,8","8,6,9","12,3,8,6,2","8,6,9"
121,43,4,1,1,"5,11,4","4,2,7","5,11,4,9,3","4,2,7"
121,43,5,2,2,"3,9,10","9,12,3","3,9,10,8,2","9,12,3"
121,43,6,2,2,"9,3,4","12,9,4","9,3,4,6,8","12,9,4"
121,43,7,2,2,"3,10,2","3,8,10","3,10,2,7,11","3,8,10"
121,43,8,1,1,"2,5,7","2,14,8","2,5,7,6,1","2,14,8"
121,43,9,1,2,"4,7,6","4,10,11","4,7,6,10,1","4,10,11"
121,43,10,2,2,"7,6,3","6,2,3","7,6,3,4,11","6,2,3"
121,43,11,0,0,"6,9,10","13,7,11","6,9,10,8,4","13,7,11"
121,43,12,2,3,"5,11,1","11,14,5","5,11,1,10,14","11,14,5"
121,47,1,2,3,"2,5,3","7,3,2","2,5,3,7,8","7,3,2"
121,47,2,1,2,"3,1,6","8,3,5","3,1,6,8,4","8,3,5"
121,47,3,1,2,"2,7,5","4,8,7","2,7,5,8,1","4,8,7"
121,47,4,1,2,"8,9,4","4,7,2","8,9,4,1,2","4,7,2"
121,47,5,2,2,"10,4,5","4,5,3","10,4,5,2,1","4,5,3"
121,47,6,1,3,"3,9,8","5,3,4","3,9,8,5,4","5,3,4"
121,47,7,2,2,"1,4,8","5,8,1","1,4,8,7,6","5,8,1"
121,47,8,1,2,"1,3,5","6,5,8","1,3,5,6,7","6,5,8"
121,47,9,2,2,"4,10,9","4,7,9","4,10,9,1,2","4,7,9"
121,47,10,1,2,"7,8,2","8,6,5","7,8,2,5,9","8,6,5"
121,51,1,1,1,"5,4,1","3,4,8","5,4,1,9,10","3,4,8"
121,51,2,1,2,"6,2,1","2,3,4","6,2,1,3,5","2,3,4"
121,51,3,2,3,"2,3,5","3,4,2","2,3,5,4,1","3,4,2"
121,51,4,0,0,"2,1,8","4,6,9","2,1,8,7,3","4,6,9"
121,51,5,1,2,"9,10,6","4,1,9","9,10,6,5,4","4,1,9"
121,51,6,0,0,"1,6,7","5,3,2","1,6,7,8,10","5,3,2"
121,51,7,1,1,"4,8,5","8,6,9","4,8,5,2,1","8,6,9"
121,51,8,0,1,"7,10,9","6,5,2","7,10,9,5,1","6,5,2"
121,51,9,1,1,"10,8,9","8,2,1","10,8,9,11,6","8,2,1"
121,51,10,0,2,"5,3,2","1,8,9","5,3,2,8,9","1,8,9"
121,51,11,2,2,"3,4,5","4,7,3","3,4,5,12,11","4,7,3"
121,51,12,3,3,"4,1,2","4,1,2","4,1,2,5,9","4,1,2"
121,54,1,1,2,"5,6,10","11,4,5","5,6,10,7,11","11,4,5"
121,54,2,1,3,"6,3,5","4,6,2","6,3,5,4,2","4,6,2"
121,54,3,2,3,"5,6,4","6,5,3","5,6,4,2,3","6,5,3"
121,54,4,1,2,"1,11,10","11,4,8","1,11,10,9,4","11,4,8"
121,54,5,2,3,"2,5,7","2,4,5","2,5,7,4,1","2,4,5"
121,54,6,2,3,"1,4,5","5,1,6","1,4,5,2,6","5,1,6"
121,54,7,2,3,"6,3,1","4,3,1","6,3,1,4,5","4,3,1"
121,54,8,2,2,"7,2,5","2,3,7","7,2,5,6,9","2,3,7"
121,54,9,2,3,"12,6,4","12,4,3","12,6,4,10,3","12,4,3"
122,43,1,2,2,"8,7,6","12,8,7","8,7,6,1,3","12,8,7"
122,43,2,2,3,"11,3,9","6,3,11","11,3,9,6,1","6,3,11"
122,43,3,1,1,"6,8,5","6,1,7","6,8,5,13,3","6,1,7"
122,43,4,2,2,"8,12,3","8,12,11","8,12,3,7,9","8,12,11"
122,43,5,1,2,"2,12,5","10,12,8","2,12,5,4,10","10,12,8"
122,43,6,1,1,"7,12,4","12,3,14","7,12,4,6,13","12,3,14"
122,43,7,2,2,"1,2,5","5,3,1","1,2,5,8,10","5,3,1"
122,43,8,0,1,"2,3,9","10,8,4","2,3,9,10,11","10,8,4"
122,43,9,3,3,"7,6,8","6,7,8","7,6,8,3,5","6,7,8"
122,43,10,2,2,"6,10,4","10,14,6","6,10,4,1,11","10,14,6"
122,43,11,2,3,"6,8,7","7,6,9","6,8,7,9,5","7,6,9"
122,43,12,1,1,"1,4,11","12,11,3","1,4,11,7,5","12,11,3"
122,47,1,2,2,"5,3,8","9,5,8","5,3,8,1,2","9,5,8"
122,47,2,3,3,"6,10,9","10,6,9","6,10,9,5,4","10,6,9"
122,47,3,3,3,"8,5,3","8,3,5","8,5,3,7,1","8,3,5"
122,47,4,1,1,"8,3,1","1,4,9","8,3,1,5,2","1,4,9"
122,47,5,1,2,"7,4,1","7,2,5","7,4,1,2,8","7,2,5"
122,47,6,1,2,"3,2,5","3,8,7","3,2,5,8,1","3,8,7"
122,47,7,2,2,"8,6,9","8,3,6","8,6,9,1,5","8,3,6"
122,47,8,2,2,"3,4,6","3,10,6","3,4,6,9,7","3,10,6"
122,47,9,2,3,"5,8,3","5,1,8","5,8,3,7,1","5,1,8"
122,47,10,1,2,"10,6,11","11,8,7","10,6,11,9,8","11,8,7"
122,47,11,1,2,"8,1,7","7,4,5","8,1,7,9,4","7,4,5"
122,51,1,1,1,"9,4,8","8,10,2","9,4,8,3,5","8,10,2"
122,51,2,0,1,"3,9,1","10,2,6","3,9,1,6,8","10,2,6"
122,51,3,1,2,"9,1,10","9,8,6","9,1,10,12,8","9,8,6"
122,51,4,1,2,"9,4,1","9,2,6","9,4,1,6,8","9,2,6"
122,51,5,1,1,"7,9,12","6,7,3","7,9,12,1,5","6,7,3"
122,51,6,1,1,"3,2,10","10,7,9","3,2,10,5,4","10,7,9"
122,51,7,3,3,"4,2,1","4,1,2","4,2,1,5,3","4,1,2"
122,51,8,2,3,"8,3,2","8,7,2","8,3,2,5,7","8,7,2"
122,51,9,0,0,"1,8,10","3,2,7","1,8,10,6,5","3,2,7"
122,51,10,1,2,"4,1,2","2,6,5","4,1,2,3,5","2,6,5"
122,51,11,0,0,"2,10,5","4,9,8","2,10,5,6,11","4,9,8"
122,51,12,1,1,"2,6,11","4,6,3","2,6,11,8,9","4,6,3"
123,43,1,3,3,"4,2,3","3,2,4","4,2,3,1,5","3,2,4"
123,43,2,2,3,"5,1,7","1,7,2","5,1,7,2,6","1,7,2"
123,43,3,1,2,"7,13,2","13,3,12","7,13,2,10,3","13,3,12"
123,43,4,2,3,"11,4,12","6,4,11","11,4,12,5,6","6,4,11"
123,43,5,1,1,"12,2,6","7,1,2","12,2,6,5,11","7,1,2"
123,43,6,1,2,"3,12,10","5,12,11","3,12,10,5,7","5,12,11"
123,43,7,3,3,"2,11,1","1,2,11","2,11,1,4,9","1,2,11"
123,43,8,2,3,"4,7,12","12,7,8","4,7,12,8,2","12,7,8"
123,43,9,0,0,"10,2,3","13,12,8","10,2,3,5,11","13,12,8"
123,43,10,1,1,"8,10,3","9,11,8","8,10,3,7,6","9,11,8"
123,43,11,1,2,"7,8,3","3,10,9","7,8,3,9,5","3,10,9"
123,43,12,0,0,"13,10,3","7,9,11","13,10,3,14,5","7,9,11"
123,47,1,1,1,"3,7,6","10,8,7","3,7,6,5,1","10,8,7"
123,47,2,3,3,"8,1,4","8,4,1","8,1,4,6,2","8,4,1"
123,47,3,2,2,"5,6,7","7,6,4","5,6,7,1,3","7,6,4"
123,47,4,1,1,"6,4,3","8,1,6","6,4,3,5,2","8,1,6"
123,47,5,1,2,"8,4,5","6,4,1","8,4,5,7,6","6,4,1"
123,47,6,0,2,"4,2,3","5,7,1","4,2,3,5,7","5,7,1"
123,47,7,2,2,"4,5,2","4,5,3","4,5,2,8,6","4,5,3"
123,47,8,2,2,"5,8,6","5,8,3","5,8,6,2,4","5,8,3"
123,47,9,0,1,"7,5,4","2,6,8","7,5,4,9,2","2,6,8"
123,47,10,1,2,"4,3,2","3,5,1","4,3,2,5,8","3,5,1"
123,47,11,3,3,"2,9,10","10,2,9","2,9,10,3,4","10,2,9"
123,47,12,1,2,"2,9,1","2,5,6","2,9,1,5,7","2,5,6"
124,55,1,1,3,"6,1,7","2,6,9","6,1,7,2,9","2,6,9"
124,55,2,0,1,"7,11,2","4,6,9","7,11,2,6,5","4,6,9"
124,55,3,2,2,"8,3,10","8,10,2","8,3,10,6,7","8,10,2"
124,55,4,2,2,"8,2,7","8,12,2","8,2,7,10,5","8,12,2"
124,55,5,2,2,"3,4,2","4,3,9","3,4,2,8,10","4,3,9"
124,55,6,0,1,"11,2,12","9,1,7","11,2,12,7,8","9,1,7"
124,55,7,1,1,"10,6,8","7,4,10","10,6,8,3,11","7,4,10"
124,55,8,2,3,"5,12,9","5,9,7","5,12,9,7,1","5,9,7"
124,55,9,1,1,"10,1,5","12,7,1","10,1,5,11,2","12,7,1"
124,55,10,1,2,"9,1,11","9,7,3","9,1,11,7,6","9,7,3"
124,55,11,1,1,"11,9,4","10,5,4","11,9,4,2,3","10,5,4"
124,55,12,0,1,"1,5,3","10,7,2","1,5,3,7,4","10,7,2"
125,54,1,1,2,"2,3,5","4,2,7","2,3,5,4,1","4,2,7"
125,54,2,3,3,"1,3,6","1,6,3","1,3,6,5,4","1,6,3"
125,54,3,2,3,"4,5,7","4,5,2","4,5,7,6,2","4,5,2"
125,54,4,3,3,"8,5,9","8,9,5","8,5,9,7,1","8,9,5"
125,54,5,2,3,"7,9,1","9,6,7","7,9,1,6,4","9,6,7"
125,54,6,1,3,"11,5,3","9,5,10","11,5,3,10,9","9,5,10"
125,54,7,3,3,"8,7,2","8,7,2","8,7,2,4,1","8,7,2"
125,54,8,1,1,"4,7,8","9,8,10","4,7,8,1,2","9,8,10"
125,54,9,2,3,"2,5,1","5,2,6","2,5,1,6,3","5,2,6"
125,54,10,2,2,"3,7,8","7,3,1","3,7,8,2,6","7,3,1"
125,54,11,2,2,"11,6,5","8,11,5","11,6,5,7,12","8,11,5"
125,55,1,1,3,"7,9,8","6,9,4","7,9,8,4,6","6,9,4"
125,55,2,1,2,"2,10,3","12,8,2","2,10,3,11,12","12,8,2"
125,55,3,2,2,"10,8,9","5,8,9","10,8,9,3,2","5,8,9"
125,55,4,2,2,"2,7,1","6,1,2","2,7,1,9,10","6,1,2"
125,55,5,2,3,"2,5,6","2,1,6","2,5,6,8,1","2,1,6"
125,55,6,1,1,"5,7,1","7,10,2","5,7,1,9,12","7,10,2"
125,55,7,2,2,"10,8,11","10,8,5","10,8,11,9,2","10,8,5"
125,55,8,1,1,"3,7,6","1,7,8","3,7,6,5,10","1,7,8"
125,55,9,3,3,"8,10,1","10,1,8","8,10,1,6,11","10,1,8"
125,55,10,3,3,"6,2,4","6,2,4","6,2,4,1,5","6,2,4"
125,55,11,1,1,"5,9,7","5,1,6","5,9,7,10,8","5,1,6"
125,55,12,1,2,"4,5,7","6,4,8","4,5,7,6,1","6,4,8"
126,44,1,2,2,"8,10,9","8,1,10","8,10,9,2,11","8,1,10"
126,44,2,2,3,"4,8,2","4,11,2","4,8,2,11,3","4,11,2"
126,44,3,1,1,"1,2,3","2,9,6","1,2,3,4,5","2,9,6"
126,44,4,0,1,"6,1,7","11,9,13","6,1,7,9,8","11,9,13"
126,44,5,1,2,"3,4,5","8,5,11","3,4,5,11,9","8,5,11"
126,44,6,2,3,"3,5,11","9,3,11","3,5,11,9,10","9,3,11"
126,44,7,1,3,"4,10,2","8,7,4","4,10,2,7,8","8,7,4"
126,44,8,2,2,"11,8,5","7,11,5","11,8,5,3,6","7,11,5"
