kaisai_tsukihi,keibajo_code,race_bango,top3_hit_count,top5_hit_count,top3_predicted,top3_actual,top5_predicted,top5_actual
110,55,3,0,2,"2,5,10","6,1,7","2,5,10,4,1","6,1,7,2,8"
110,55,4,1,4,"2,5,3","3,6,4","2,5,3,6,9","3,6,4,2,9"
110,55,5,1,1,"2,1,10","2,9,5","2,1,10,11,7","2,9,5,3,6"
110,55,6,0,0,"10,12,7","4,11,6","10,12,7,8,2","4,11,6,5,9"
110,55,7,2,2,"11,8,7","11,10,7","11,8,7,6,12","11,10,7,5,9"
110,55,8,1,3,"7,1,10","1,6,3","7,1,10,8,2","1,6,3,7,10"
110,55,9,1,3,"9,4,8","3,1,4","9,4,8,1,2","3,1,4,7,9"
110,55,10,3,3,"4,11,2","4,11,2","4,11,2,5,9","4,11,2,8,7"
110,55,11,1,2,"7,2,10","9,10,6","7,2,10,3,6","9,10,6,5,8"
110,83,1,1,4,"1,2,3","9,4,1","1,2,3,4,5","9,4,1,5,3"
110,83,2,1,2,"1,2,3","9,5,2","1,2,3,4,5","9,5,2,8,7"
110,83,3,1,2,"1,2,3","6,9,3","1,2,3,4,5","6,9,3,4,10"
110,83,4,1,2,"1,2,3","9,8,3","1,2,3,4,5","9,8,3,4,10"
110,83,5,1,2,"1,2,3","2,7,6","1,2,3,4,5","2,7,6,8,3"
110,83,6,2,3,"1,2,3","4,3,1","1,2,3,4,5","4,3,1,8,9"
110,83,7,1,3,"1,2,3","2,10,5","1,2,3,4,5","2,10,5,6,1"
110,83,8,2,2,"1,2,3","6,1,3","1,2,3,4,5","6,1,3,8,7"
110,83,9,1,3,"1,2,3","3,6,7","1,2,3,4,5","3,6,7,4,1"
110,83,10,1,2,"1,2,3","8,1,7","1,2,3,4,5","8,1,7,6,5"
110,83,11,1,2,"1,2,3","8,2,4","1,2,3,4,5","8,2,4,7,9"
110,83,12,1,2,"1,2,3","6,3,4","1,2,3,4,5","6,3,4,8,9"
111,54,1,1,3,"1,2,3","8,6,2","1,2,3,4,5","8,6,2,5,3"
111,54,2,1,3,"1,2,3","7,5,3","1,2,3,4,5","7,5,3,1,8"
111,54,3,0,2,"6,5,10","3,9,7","6,5,10,1,2","3,9,7,5,10"
111,54,4,1,3,"3,5,8","7,6,5","3,5,8,7,1","7,6,5,4,8"
111,54,5,1,3,"2,3,1","5,2,4","2,3,1,4,5","5,2,4,8,7"
111,54,6,0,3,"3,4,6","2,1,5","3,4,6,1,2","2,1,5,7,4"
111,54,7,1,2,"5,7,9","8,6,9","5,7,9,3,10","8,6,9,4,7"
111,54,8,1,2,"7,5,4","1,2,7","7,5,4,6,8","1,2,7,8,9"
111,54,9,2,4,"2,1,4","1,8,2","2,1,4,3,8","1,8,2,3,5"
111,54,10,1,3,"5,1,8","2,5,6","5,1,8,7,2","2,5,6,7,3"
111,54,11,1,2,"5,4,9","1,5,11","5,4,9,3,7","1,5,11,8,3"
111,55,1,1,1,"6,2,5","9,4,5","6,2,5,3,7","9,4,5,10,1"
111,55,2,2,2,"7,3,6","2,7,6","7,3,6,1,5","2,7,6,4,10"
111,55,3,0,1,"9,1,11","8,6,2","9,1,11,10,7","8,6,2,5,11"
111,55,4,1,3,"9,4,2","1,6,2","9,4,2,5,7","1,6,2,7,5"
111,55,5,0,2,"7,10,4","3,1,9","7,10,4,5,6","3,1,9,10,4"
111,55,6,1,2,"6,9,5","2,9,8","6,9,5,12,8","2,9,8,4,1"
111,55,7,0,1,"7,11,4","5,6,10","7,11,4,5,2","5,6,10,1,9"
111,55,8,1,2,"4,9,5","4,1,7","4,9,5,3,11","4,1,7,9,2"
111,55,9,0,4,"1,2,3","6,4,5","1,2,3,4,5","6,4,5,1,2"
111,55,10,0,1,"8,9,6","7,1,11","8,9,6,5,2","7,1,11,3,8"
112,44,1,0,2,"9,10,11","13,6,4","9,10,11,1,2","13,6,4,9,1"
112,44,2,0,2,"13,8,3","5,12,2","13,8,3,10,1","5,12,2,8,3"
112,44,3,1,2,"14,12,8","6,8,1","14,12,8,3,2","6,8,1,2,13"
112,44,4,2,4,"1,2,3","3,2,6","1,2,3,4,5","3,2,6,1,5"
112,44,5,1,4,"1,2,3","3,6,5","1,2,3,4,5","3,6,5,2,4"
112,44,6,1,2,"1,2,3","14,13,3","1,2,3,4,5","14,13,3,8,2"
112,44,7,1,3,"1,2,3","11,5,1","1,2,3,4,5","11,5,1,7,4"
112,44,8,0,1,"11,8,9","10,1,2","11,8,9,1,12","10,1,2,5,4"
112,44,9,2,3,"9,6,12","12,9,5","9,6,12,8,1","12,9,5,8,3"
112,44,10,0,1,"10,1,11","4,9,5","10,1,11,7,3","4,9,5,8,11"
112,44,11,1,3,"1,3,4","9,1,2","1,3,4,6,9","9,1,2,5,6"
112,44,12,0,1,"7,11,6","2,8,5","7,11,6,4,16","2,8,5,1,7"
112,54,1,2,4,"1,2,3","3,1,7","1,2,3,4,5","3,1,7,4,5"
112,54,2,1,3,"1,2,3","3,6,5","1,2,3,4,5","3,6,5,1,8"
112,54,3,1,2,"7,9,3","4,5,7","7,9,3,10,1","4,5,7,10,8"
112,54,4,1,2,"1,7,8","9,7,2","1,7,8,5,6","9,7,2,5,3"
112,54,5,1,3,"8,6,1","2,5,1","8,6,1,3,2","2,5,1,3,4"
112,54,6,1,1,"10,3,2","1,2,11","10,3,2,9,7","1,2,11,5,4"
112,54,7,1,3,"9,1,4","9,3,10","9,1,4,5,7","9,3,10,1,7"
112,54,8,2,4,"5,6,2","1,6,5","5,6,2,1,7","1,6,5,3,7"
112,54,9,1,3,"6,3,2","8,2,1","6,3,2,7,4","8,2,1,6,4"
112,54,10,1,1,"9,4,6","8,3,4","9,4,6,7,1","8,3,4,5,2"
112,54,11,0,1,"4,10,12","1,3,2","4,10,12,11,1","1,3,2,6,8"
113,44,1,1,2,"3,1,12","5,9,1","3,1,12,10,2","5,9,1,4,12"
113,44,2,0,0,"1,7,4","10,3,13","1,7,4,11,15","10,3,13,6,8"
113,44,3,1,1,"1,2,3","9,10,1","1,2,3,4,5","9,10,1,7,8"
113,44,4,1,2,"1,2,3","6,1,10","1,2,3,4,5","6,1,10,4,14"
113,44,5,0,1,"1,2,3","12,8,9","1,2,3,4,5","12,8,9,10,5"
113,44,6,0,0,"1,2,3","10,8,13","1,2,3,4,5","10,8,13,11,9"
113,44,7,1,2,"10,6,12","10,4,7","10,6,12,13,11","10,4,7,1,11"
113,44,8,2,3,"2,8,5","8,2,12","2,8,5,1,11","8,2,12,4,1"
113,44,9,1,3,"6,1,5","2,1,8","6,1,5,4,8","2,1,8,3,5"
113,44,10,1,3,"6,3,7","3,12,2","6,3,7,12,2","3,12,2,11,10"
113,44,11,1,5,"7,4,1","9,4,6","7,4,1,6,9","9,4,6,7,1"
113,44,12,0,1,"5,15,16","14,7,3","5,15,16,8,9","14,7,3,15,12"
113,48,1,1,3,"6,11,1","9,3,1","6,11,1,2,3","9,3,1,2,5"
113,48,2,0,1,"2,11,5","7,3,9","2,11,5,1,3","7,3,9,6,8"
113,48,3,0,2,"11,7,1","2,6,3","11,7,1,2,3","2,6,3,5,9"
113,48,4,0,4,"5,2,1","4,3,6","5,2,1,3,4","4,3,6,2,5"
113,48,5,1,2,"9,6,5","9,12,3","9,6,5,1,2","9,12,3,7,6"
113,48,6,0,1,"8,1,3","10,12,5","8,1,3,9,2","10,12,5,6,9"
113,48,7,0,2,"8,5,7","12,4,1","8,5,7,1,2","12,4,1,11,5"
113,48,8,0,1,"12,3,10","5,11,6","12,3,10,1,2","5,11,6,1,4"
113,48,9,1,5,"5,4,1","2,3,4","5,4,1,3,2","2,3,4,5,1"
113,48,10,1,2,"2,4,5","4,10,8","2,4,5,7,11","4,10,8,6,11"
113,48,11,2,2,"9,12,7","12,6,9","9,12,7,1,2","12,6,9,4,11"
113,48,12,1,2,"7,6,1","9,7,4","7,6,1,2,8","9,7,4,8,5"
113,50,1,1,1,"5,1,9","5,11,10","5,1,9,4,3","5,11,10,12,7"
113,50,2,0,4,"1,2,3","4,6,5","1,2,3,4,5","4,6,5,2,1"
113,50,3,1,2,"1,8,12","9,8,11","1,8,12,11,5","9,8,11,7,3"
113,50,4,1,2,"4,3,11","6,10,3","4,3,11,9,5","6,10,3,11,2"
113,50,5,1,2,"5,2,1","3,10,1","5,2,1,4,6","3,10,1,7,4"
113,50,6,1,3,"6,5,3","9,6,4","6,5,3,10,4","9,6,4,10,1"
113,50,7,0,2,"2,1,3","9,4,10","2,1,3,4,5","9,4,10,5,6"
113,50,8,0,2,"1,2,5","6,7,11","1,2,5,10,9","6,7,11,9,1"
113,50,9,0,2,"3,2,8","7,9,1","3,2,8,9,10","7,9,1,10,11"
113,50,10,1,3,"3,4,2","8,5,4","3,4,2,5,1","8,5,4,7,2"
113,50,11,2,3,"8,9,6","8,9,4","8,9,6,7,2","8,9,4,10,7"
113,50,12,2,3,"6,4,7","11,6,4,12","6,4,7,3,8","11,6,4,12,3"
113,54,1,0,1,"8,7,1","9,5,6","8,7,1,2,3","9,5,6,4,3"
113,54,2,1,3,"3,10,5","3,7,1","3,10,5,2,1","3,7,1,6,5"
113,54,3,1,2,"9,1,3","2,6,9","9,1,3,5,8","2,6,9,7,1"
113,54,4,1,3,"7,1,5","2,3,7","7,1,5,4,2","2,3,7,6,5"
113,54,5,1,4,"5,7,3","2,3,1","5,7,3,2,1","2,3,1,7,4"
113,54,6,1,3,"3,6,7","5,4,7","3,6,7,1,2","5,4,7,2,6"
113,54,7,1,2,"2,7,8","4,1,8","2,7,8,3,6","4,1,8,5,6"
113,54,8,1,4,"2,3,7","4,5,7","2,3,7,4,6","4,5,7,2,6"
113,54,9,1,3,"7,6,5","5,2,4","7,6,5,8,3","5,2,4,3,8"
113,54,10,1,1,"6,5,1","5,8,7","6,5,1,11,9","5,8,7,2,3"
114,44,1,1,2,"4,8,2","5,1,8","4,8,2,6,13","5,1,8,13,7"
114,44,2,0,0,"5,7,9","2,10,13","5,7,9,3,15","2,10,13,8,11"
114,44,3,1,2,"1,2,3","3,6,9","1,2,3,4,5","3,6,9,2,11"
114,44,4,1,4,"1,2,3","10,4,3","1,2,3,4,5","10,4,3,1,2"
114,44,5,0,1,"1,2,3","6,10,7","1,2,3,4,5","6,10,7,2,8"
114,44,6,0,1,"8,11,13","2,12,4","8,11,13,10,7","2,12,4,5,13"
114,44,7,1,2,"11,6,10","5,12,11","11,6,10,8,4","5,12,11,4,9"
114,44,8,0,0,"7,12,2","8,3,13","7,12,2,9,5","8,3,13,4,1"
114,44,9,1,4,"9,8,6","5,10,9","9,8,6,10,5","5,10,9,4,8"
114,44,10,0,1,"7,11,6","8,2,12","7,11,6,9,3","8,2,12,9,5"
114,44,11,2,3,"11,9,7","3,9,7","11,9,7,10,8","3,9,7,5,10"
114,44,12,0,2,"14,11,6","10,7,5","14,11,6,5,9","10,7,5,11,4"
114,48,1,0,1,"2,8,4","3,5,10","2,8,4,1,3","3,5,10,9,6"
114,48,2,0,1,"10,4,11","3,5,6","10,4,11,7,8","3,5,6,1,4"
114,48,3,0,2,"11,3,8","5,7,9","11,3,8,1,9","5,7,9,8,6"
114,48,4,1,2,"4,2,7","10,4,3","4,2,7,1,11","10,4,3,8,1"
114,48,5,1,2,"9,7,4","6,9,5","9,7,4,1,2","6,9,5,1,8"
114,48,6,1,2,"1,2,3","8,1,9","1,2,3,4,5","8,1,9,10,5"
114,48,7,1,3,"1,2,3","5,2,8","1,2,3,4,5","5,2,8,6,3"
114,48,8,0,1,"5,9,6","7,1,10","5,9,6,2,11","7,1,10,11,8"
114,48,9,0,2,"6,8,4","9,7,5","6,8,4,2,3","9,7,5,2,8"
114,48,10,1,2,"1,2,3","11,2,7","1,2,3,4,5","11,2,7,1,6"
114,48,11,1,3,"6,5,4","6,1,3","6,5,4,7,2","6,1,3,2,4"
114,48,12,3,3,"9,5,4","9,5,4","9,5,4,6,8","9,5,4,1,10"
114,50,1,2,4,"3,8,1","4,1,3","3,8,1,4,2","4,1,3,2,10"
114,50,2,1,2,"1,2,3","1,7,4","1,2,3,4,5","1,7,4,8,6"
114,50,3,2,2,"11,2,10","2,10,4","11,2,10,7,5","2,10,4,8,1"
114,50,4,0,3,"10,2,12","9,5,4","10,2,12,5,4","9,5,4,8,2"
114,50,5,1,1,"8,4,7","9,4,2","8,4,7,10,5","9,4,2,3,6"
114,50,6,0,2,"3,6,8","1,5,10","3,6,8,4,2","1,5,10,8,4"
114,50,7,1,2,"2,8,6","1,8,3","2,8,6,9,7","1,8,3,9,10"
114,50,8,1,3,"6,9,8","6,7,2","6,9,8,4,1","6,7,2,4,8"
114,50,9,2,4,"4,7,8","4,8,1","4,7,8,9,1","4,8,1,5,7"
114,50,10,1,2,"1,2,3","6,2,10","1,2,3,4,5","6,2,10,3,7"
114,50,11,1,2,"8,12,11","10,8,3","8,12,11,2,4","10,8,3,7,2"
114,50,12,1,1,"3,12,8","6,2,8","3,12,8,11,9","6,2,8,7,4"
115,44,1,3,3,"2,12,11","12,2,11","2,12,11,8,4","12,2,11,7,6"
115,44,2,2,4,"1,2,3","1,6,3","1,2,3,4,5","1,6,3,5,4"
115,44,3,1,3,"1,2,3","5,2,8","1,2,3,4,5","5,2,8,7,1"
115,44,4,1,1,"4,8,13","3,4,10","4,8,13,9,5","3,4,10,1,7"
115,44,5,0,1,"14,1,15","13,12,4","14,1,15,11,5","13,12,4,2,14"
115,44,6,0,0,"8,13,5","4,3,6","8,13,5,2,10","4,3,6,1,7"
115,44,7,1,2,"2,11,4","2,6,1","2,11,4,5,8","2,6,1,10,11"
115,44,8,1,4,"1,2,3","5,4,2","1,2,3,4,5","5,4,2,1,6"
115,44,9,0,1,"4,3,10","8,6,2","4,3,10,1,9","8,6,2,7,4"
115,44,10,2,3,"9,1,2","9,10,2","9,1,2,7,5","9,10,2,12,1"
115,44,11,1,4,"9,1,3","8,1,10","9,1,3,8,5","8,1,10,5,3"
115,44,12,1,4,"2,7,5","1,5,6","2,7,5,6,1","1,5,6,2,4"
115,48,1,1,2,"11,6,1","2,9,1","11,6,1,2,3","2,9,1,10,5"
115,48,2,0,2,"11,5,6","7,9,3","11,5,6,4,1","7,9,3,5,1"
115,48,3,1,3,"3,6,4","4,1,7","3,6,4,2,11","4,1,7,3,6"
115,48,4,1,1,"8,1,7","4,7,10","8,1,7,6,2","4,7,10,5,11"
115,48,5,0,1,"4,1,6","8,10,5","4,1,6,2,9","8,10,5,11,9"
115,48,6,0,0,"3,5,12","10,6,2","3,5,12,7,1","10,6,2,9,11"
115,48,7,0,2,"7,6,5","10,8,4","7,6,5,2,9","10,8,4,7,9"
115,48,8,1,5,"1,2,3","5,4,1","1,2,3,4,5","5,4,1,2,3"
115,48,9,1,2,"9,2,5","5,1,7","9,2,5,10,1","5,1,7,8,3"
115,48,10,1,2,"1,6,4","10,7,4","1,6,4,8,9","10,7,4,2,9"
115,48,11,1,3,"1,2,3","5,1,6","1,2,3,4,5","5,1,6,4,8"
115,48,12,2,5,"5,7,4","5,7,1","5,7,4,1,2","5,7,1,4,2"
115,50,1,0,1,"5,12,11","7,2,9","5,12,11,3,8","7,2,9,10,5"
115,50,2,0,1,"1,2,3","12,7,6","1,2,3,4,5","12,7,6,11,5"
115,50,3,1,3,"3,4,1","4,6,5","3,4,1,8,5","4,6,5,1,9"
115,50,4,1,2,"9,11,4","1,9,7","9,11,4,3,2","1,9,7,3,10"
115,50,5,1,3,"10,7,5","12,3,10","10,7,5,3,6","12,3,10,11,6"
115,50,6,1,2,"8,10,6","1,10,9","8,10,6,3,4","1,10,9,5,6"
115,50,7,2,3,"2,3,4","4,2,7","2,3,4,8,6","4,2,7,1,8"
115,50,8,1,4,"1,2,3","8,5,3","1,2,3,4,5","8,5,3,2,4"
115,50,9,0,3,"2,6,8","5,3,4","2,6,8,1,3","5,3,4,8,1"
115,50,10,2,2,"9,8,7","4,7,8","9,8,7,3,2","4,7,8,1,5"
115,50,11,2,2,"1,8,7","2,8,7","1,8,7,3,5","2,8,7,4,9"
115,50,12,1,3,"1,4,8","1,5,9","1,4,8,2,9","1,5,9,4,3"
116,44,1,1,1,"5,10,14","5,1,12","5,10,14,11,4","5,1,12,8,6"
116,44,2,0,1,"14,5,1","10,13,15","14,5,1,9,2","10,13,15,9,6"
116,44,3,1,2,"4,11,6","8,3,11","4,11,6,7,9","8,3,11,7,2"
116,44,4,1,3,"4,6,12","14,4,7","4,6,12,8,11","14,4,7,12,11"
116,44,5,3,4,"6,1,4","4,6,1","6,1,4,8,2","4,6,1,9,2"
116,44,6,1,2,"13,11,2","13,10,3","13,11,2,8,5","13,10,3,2,12"
116,44,7,1,3,"9,7,8","5,9,1","9,7,8,2,5","5,9,1,4,2"
116,44,8,1,1,"6,2,1","6,12,9","6,2,1,10,7","6,12,9,5,11"
116,44,9,0,2,"7,11,1","6,12,3","7,11,1,5,9","6,12,3,1,11"
116,44,10,0,1,"5,8,11","3,2,1","5,8,11,10,4","3,2,1,8,6"
116,44,11,3,3,"6,4,7","6,4,7","6,4,7,2,5","6,4,7,10,11"
116,44,12,2,2,"6,7,3","7,4,6","6,7,3,14,13","7,4,6,11,10"
116,48,1,1,2,"1,2,3","4,3,10","1,2,3,4,5","4,3,10,7,8"
116,48,2,1,2,"1,2,3","2,8,11","1,2,3,4,5","2,8,11,7,1"
116,48,3,0,2,"1,2,3","8,10,5","1,2,3,4,5","8,10,5,11,4"
116,48,4,0,1,"1,4,2","10,5,8","1,4,2,3,5","10,5,8,7,6"
116,48,5,0,2,"9,6,8","1,5,7","9,6,8,3,1","1,5,7,4,8"
116,48,6,0,1,"5,8,4","6,10,3","5,8,4,9,1","6,10,3,7,5"
116,48,7,0,1,"5,8,10","9,7,6","5,8,10,1,11","9,7,6,1,3"
116,48,8,0,2,"10,9,8","4,12,7","10,9,8,2,11","4,12,7,11,9"
116,48,9,1,3,"6,3,5","9,6,7","6,3,5,1,8","9,6,7,1,3"
116,48,10,1,2,"6,5,2","5,9,3","6,5,2,10,11","5,9,3,7,6"
116,48,11,2,4,"4,3,2","3,6,4","4,3,2,7,5","3,6,4,7,2"
116,48,12,0,1,"4,8,11","9,5,12","4,8,11,10,1","9,5,12,1,2"
117,55,1,1,3,"1,2,3","3,4,8","1,2,3,4,5","3,4,8,6,2"
117,55,2,0,3,"1,2,3","4,5,11","1,2,3,4,5","4,5,11,9,1"
117,55,3,1,3,"6,5,7","1,7,8","6,5,7,8,4","1,7,8,2,5"
117,55,4,2,2,"2,4,6","2,10,6","2,4,6,9,7","2,10,6,1,5"
117,55,5,1,1,"7,4,6","7,8,3","7,4,6,10,1","7,8,3,2,9"
117,55,6,0,0,"6,11,4","1,5,7","6,11,4,2,9","1,5,7,8,10"
117,55,7,1,1,"5,10,9","8,3,5","5,10,9,4,7","8,3,5,6,1"
117,55,8,1,2,"10,9,3","4,10,6","10,9,3,8,1","4,10,6,1,11"
117,55,9,1,2,"7,4,2","12,10,7","7,4,2,1,9","12,10,7,2,5"
117,55,10,1,1,"5,3,2","1,8,5","5,3,2,6,9","1,8,5,7,4"
117,83,1,2,2,"1,2,3","2,1,6","1,2,3,4,5","2,1,6,7,9"
117,83,2,0,3,"1,2,3","5,8,9","1,2,3,4,5","5,8,9,3,2"
117,83,3,2,2,"1,2,3","3,10,1","1,2,3,4,5","3,10,1,6,9"
117,83,4,0,2,"1,2,3","4,5,7","1,2,3,4,5","4,5,7,6,8"
117,83,5,0,3,"1,2,3","5,4,8","1,2,3,4,5","5,4,8,1,9"
117,83,6,0,2,"1,2,3","9,10,7","1,2,3,4,5","9,10,7,4,2"
117,83,7,1,4,"1,2,3","3,6,4","1,2,3,4,5","3,6,4,2,1"
117,83,8,0,4,"1,2,3","8,5,4","1,2,3,4,5","8,5,4,3,2"
117,83,9,1,3,"1,2,3","1,9,7","1,2,3,4,5","1,9,7,3,4"
117,83,10,1,2,"1,2,3","9,8,3","1,2,3,4,5","9,8,3,2,6"
117,83,11,0,2,"1,2,3","10,7,5","1,2,3,4,5","10,7,5,1,9"
117,83,12,0,1,"1,2,3","7,8,9","1,2,3,4,5","7,8,9,6,4"
118,54,1,1,2,"1,2,3","1,7,5","1,2,3,4,5","1,7,5,6,8"
118,54,2,1,3,"1,2,3","7,6,1","1,2,3,4,5","7,6,1,3,5"
118,54,3,0,3,"8,2,1","4,9,7","8,2,1,5,7","4,9,7,1,2"
118,54,4,1,4,"7,4,10","6,1,7","7,4,10,8,6","6,1,7,4,10"
118,54,5,1,1,"5,11,9","10,5,4","5,11,9,3,8","10,5,4,7,1"
118,54,6,1,3,"4,5,6","1,6,7","4,5,6,8,3","1,6,7,5,3"
118,54,7,0,2,"3,8,1","6,2,4","3,8,1,9,7","6,2,4,1,3"
118,54,8,1,2,"5,9,4","8,5,7","5,9,4,2,6","8,5,7,3,2"
118,54,9,2,3,"3,9,8","3,8,6","3,9,8,1,10","3,8,6,5,10"
118,54,10,2,3,"3,9,11","11,5,9","3,9,11,8,10","11,5,9,12,3"
118,55,1,1,3,"4,5,1","7,4,2","4,5,1,3,6","7,4,2,6,5"
118,55,2,0,3,"10,6,8","11,9,3","10,6,8,11,1","11,9,3,10,1"
118,55,3,0,3,"3,4,12","2,7,6","3,4,12,6,5","2,7,6,4,12"
118,55,4,1,3,"9,4,8","4,6,10","9,4,8,10,2","4,6,10,11,2"
118,55,5,1,2,"1,11,7","8,4,1","1,11,7,5,6","8,4,1,9,7"
118,55,6,1,2,"4,1,6","5,2,4","4,1,6,2,10","5,2,4,9,7"
118,55,7,0,1,"7,9,1","5,8,6","7,9,1,2,4","5,8,6,3,1"
118,55,8,1,1,"11,7,6","11,5,4","11,7,6,9,3","11,5,4,8,10"
118,55,9,2,3,"7,11,10","7,1,11","7,11,10,4,5","7,1,11,8,5"
118,55,10,1,2,"1,2,3","8,6,1","1,2,3,4,5","8,6,1,7,4"
118,83,1,1,2,"1,2,3","6,3,8","1,2,3,4,5","6,3,8,7,2"
118,83,2,1,2,"1,2,3","5,1,6","1,2,3,4,5","5,1,6,7,9"
118,83,3,1,2,"1,2,3","3,5,7","1,2,3,4,5","3,5,7,10,9"
118,83,4,0,1,"1,2,3","5,7,8","1,2,3,4,5","5,7,8,6,9"
118,83,5,0,1,"1,2,3","9,5,10","1,2,3,4,5","9,5,10,6,8"
118,83,6,0,3,"1,2,3","8,5,10","1,2,3,4,5","8,5,10,3,1"
118,83,7,0,2,"1,2,3","9,6,8","1,2,3,4,5","9,6,8,4,5"
118,83,8,2,2,"1,2,3","2,1,9","1,2,3,4,5","2,1,9,7,6"
118,83,9,2,2,"1,2,3","2,8,1","1,2,3,4,5","2,8,1,6,7"
118,83,10,0,2,"1,2,3","10,4,6","1,2,3,4,5","10,4,6,2,7"
118,83,11,0,1,"1,2,3","10,9,7","1,2,3,4,5","10,9,7,6,1"
118,83,12,2,3,"1,2,3","3,9,2","1,2,3,4,5","3,9,2,1,10"
119,43,1,0,2,"5,10,2","6,1,3","5,10,2,3,8","6,1,3,11,2"
119,43,2,1,3,"1,2,3","10,4,1","1,2,3,4,5","10,4,1,6,2"
119,43,3,1,2,"1,2,3","3,7,5","1,2,3,4,5","3,7,5,9,10"
119,43,4,0,1,"1,2,3","4,8,11","1,2,3,4,5","4,8,11,7,6"
119,43,5,1,2,"10,7,4","1,12,4","10,7,4,6,3","1,12,4,7,2"
119,43,6,1,2,"8,11,6","9,8,7","8,11,6,10,4","9,8,7,11,2"
119,43,7,0,1,"4,9,2","10,8,11","4,9,2,13,7","10,8,11,2,5"
119,43,8,2,3,"9,8,12","3,12,8","9,8,12,3,7","3,12,8,4,10"
119,43,9,1,3,"5,3,12","9,3,10","5,3,12,7,8","9,3,10,5,7"
119,43,10,1,3,"2,3,11","3,4,6","2,3,11,10,4","3,4,6,9,10"
119,43,11,1,2,"9,5,11","4,13,9","9,5,11,13,10","4,13,9,7,14"
119,43,12,0,1,"7,5,14","6,4,13","7,5,14,9,12","6,4,13,8,9"
119,48,1,0,1,"1,6,8","7,3,11","1,6,8,2,5","7,3,11,6,4"
119,48,2,1,2,"5,4,2","1,7,4","5,4,2,6,9","1,7,4,11,5"
119,48,3,0,1,"11,3,2","5,6,7","11,3,2,4,10","5,6,7,3,8"
119,48,4,1,2,"4,8,7","10,6,4","4,8,7,10,1","10,6,4,3,9"
119,48,5,1,2,"7,4,5","6,7,2","7,4,5,8,9","6,7,2,11,4"
119,48,6,0,2,"3,2,7","5,10,11","3,2,7,4,9","5,10,11,4,2"
119,48,7,1,1,"7,2,4","6,7,5","7,2,4,11,3","6,7,5,9,1"
119,48,8,1,3,"11,7,10","10,4,8","11,7,10,2,1","10,4,8,1,7"
119,48,9,1,1,"8,3,1","8,6,4","8,3,1,7,2","8,6,4,10,9"
119,48,10,2,4,"4,5,6","5,4,2","4,5,6,2,7","5,4,2,1,7"
119,48,11,0,2,"4,3,11","2,8,1","4,3,11,5,7","2,8,1,3,5"
119,48,12,2,5,"2,3,4","1,4,3","2,3,4,1,5","1,4,3,5,2"
119,83,1,2,4,"1,2,3","3,2,5","1,2,3,4,5","3,2,5,10,1"
119,83,2,1,2,"1,2,3","7,6,3","1,2,3,4,5","7,6,3,1,8"
119,83,3,2,3,"1,2,3","7,3,1","1,2,3,4,5","7,3,1,4,8"
119,83,4,0,2,"1,2,3","10,9,4","1,2,3,4,5","10,9,4,3,7"
119,83,5,2,3,"1,2,3","8,3,2","1,2,3,4,5","8,3,2,10,1"
119,83,6,0,1,"1,2,3","7,5,9","1,2,3,4,5","7,5,9,8,10"
119,83,7,1,1,"1,2,3","2,7,9","1,2,3,4,5","2,7,9,8,6"
119,83,8,1,2,"1,2,3","9,1,6","1,2,3,4,5","9,1,6,8,2"
119,83,9,1,2,"1,2,3","8,2,7","1,2,3,4,5","8,2,7,6,1"
119,83,10,2,4,"1,2,3","3,2,8","1,2,3,4,5","3,2,8,5,4"
119,83,11,1,4,"1,2,3","9,1,5","1,2,3,4,5","9,1,5,3,4"
119,83,12,0,2,"1,2,3","6,7,8","1,2,3,4,5","6,7,8,2,4"
120,43,1,1,3,"1,2,3","9,2,8","1,2,3,4,5","9,2,8,1,4"
120,43,2,1,2,"1,2,3","5,6,1","1,2,3,4,5","5,6,1,8,7"
120,43,3,0,1,"7,11,5","10,4,6","7,11,5,12,3","10,4,6,7,9"
120,43,4,2,3,"11,7,10","7,11,1","11,7,10,2,8","7,11,1,10,9"
120,43,5,1,2,"11,3,10","10,8,7","11,3,10,8,4","10,8,7,9,6"
120,43,6,1,2,"1,2,3","8,6,3","1,2,3,4,5","8,6,3,2,9"
120,43,7,0,2,"1,2,3","7,6,9","1,2,3,4,5","7,6,9,3,4"
120,43,8,2,2,"8,5,10","5,4,8","8,5,10,3,9","5,4,8,6,2"
120,43,9,0,1,"3,14,9","2,10,6","3,14,9,4,11","2,10,6,11,5"
120,43,10,2,2,"4,1,3","10,4,3","4,1,3,8,11","10,4,3,9,7"
120,43,11,0,3,"13,4,5","10,3,12","13,4,5,3,2","10,3,12,5,4"
120,43,12,1,1,"11,13,10","13,7,5","11,13,10,12,6","13,7,5,14,3"
120,47,1,0,2,"3,1,5","4,8,6","3,1,5,8,2","4,8,6,7,1"
120,47,2,0,2,"9,7,1","3,8,4","9,7,1,2,3","3,8,4,2,6"
120,47,3,0,2,"5,9,4","2,3,8","5,9,4,1,7","2,3,8,5,4"
120,47,4,1,2,"3,7,1","3,4,5","3,7,1,8,2","3,4,5,7,6"
120,47,5,0,3,"9,7,6","5,8,2","9,7,6,5,3","5,8,2,3,6"
120,47,6,2,2,"1,3,9","5,3,9","1,3,9,4,2","5,3,9,7,8"
120,47,7,1,3,"8,2,4","3,6,8","8,2,4,6,1","3,6,8,4,5"
