kaisai_tsukihi,keibajo_code,race_bango,top3_hit_count,top5_hit_count,top3_predicted,top3_actual,top5_predicted,top5_actual
1108,54,3,2,4,"5,7,6","5,3,6","5,7,6,1,10","5,3,6,1,7"
1108,54,4,3,4,"11,10,5","5,11,10","11,10,5,6,7","5,11,10,9,7"
1108,54,5,1,5,"7,2,1","5,2,3","7,2,1,3,5","5,2,3,7,1"
1108,54,6,3,4,"6,3,9","9,3,6","6,3,9,4,5","9,3,6,1,5"
1108,54,7,3,3,"11,7,5","11,7,5","11,7,5,4,1","11,7,5,2,6"
1108,54,8,3,4,"4,6,2","2,4,6","4,6,2,5,9","2,4,6,8,5"
1108,54,9,3,4,"5,10,4","5,4,10","5,10,4,1,3","5,4,10,8,3"
1108,54,10,0,1,"4,7,5","1,9,8","4,7,5,3,6","1,9,8,5,2"
1108,54,11,1,3,"6,5,1","5,4,8","6,5,1,10,12","5,4,8,6,10"
1108,55,1,2,4,"1,5,6","1,4,5","1,5,6,8,4","1,4,5,6,3"
1108,55,2,2,4,"6,5,3","11,6,5","6,5,3,11,8","11,6,5,3,1"
1108,55,3,2,2,"9,1,2","9,1,6","9,1,2,8,7","9,1,6,10,5"
1108,55,4,2,2,"3,1,4","3,1,2","3,1,4,9,7","3,1,2,6,10"
1108,55,5,3,3,"3,7,11","7,3,11","3,7,11,6,5","7,3,11,9,8"
1108,55,6,2,5,"8,3,2","8,2,6","8,3,2,6,1","8,2,6,3,1"
1108,55,7,1,2,"8,11,7","8,2,3","8,11,7,10,4","8,2,3,1,10"
1108,55,8,1,3,"3,7,1","3,11,5","3,7,1,8,5","3,11,5,8,2"
1108,55,9,1,3,"9,4,2","9,11,7","9,4,2,10,7","9,11,7,5,4"
1108,55,10,2,2,"1,6,10","1,6,11","1,6,10,7,5","1,6,11,9,4"
1108,55,11,1,2,"2,10,6","7,10,3","2,10,6,5,4","7,10,3,2,1"
1109,46,1,3,4,"1,5,6","1,5,6","1,5,6,7,2","1,5,6,3,7"
1109,46,2,2,3,"7,3,6","3,6,1","7,3,6,1,5","3,6,1,4,2"
1109,46,3,2,4,"3,2,5","3,4,5","3,2,5,4,6","3,4,5,6,1"
1109,46,4,1,3,"3,1,7","6,3,8","3,1,7,4,6","6,3,8,2,1,5"
1109,46,5,2,4,"4,5,8","4,8,1","4,5,8,3,1","4,8,1,3,6"
1109,46,6,2,5,"1,5,4","5,1,2","1,5,4,2,6","5,1,2,6,4"
1109,46,7,2,3,"3,4,1","3,5,1","3,4,1,6,9","3,5,1,2,6"
1109,46,8,2,3,"7,6,9","6,7,2","7,6,9,4,5","6,7,2,1,4"
1109,46,9,1,3,"4,2,1","6,2,8","4,2,1,8,5","6,2,8,1,3"
1109,46,10,1,4,"6,2,5","8,4,5","6,2,5,4,8","8,4,5,2,3"
1109,46,11,1,3,"3,10,4","2,5,10","3,10,4,9,1","2,5,10,3,4"
1109,54,1,2,2,"10,1,5","10,5,7","10,1,5,9,8","10,5,7,6,2"
1109,54,2,2,3,"5,2,6","2,6,4","5,2,6,8,3","2,6,4,5,7"
1109,54,3,2,5,"11,10,9","10,9,2","11,10,9,2,3","10,9,2,11,3"
1109,54,4,2,3,"10,2,5","3,5,2","10,2,5,4,8","3,5,2,6,10"
1109,54,5,1,2,"6,3,5","1,7,3","6,3,5,2,8","1,7,3,6,4"
1109,54,6,1,2,"1,9,11","11,2,6","1,9,11,8,7","11,2,6,4,1"
1109,54,7,2,3,"5,2,1","4,1,2","5,2,1,4,8","4,1,2,7,6"
1109,54,8,2,2,"1,10,9","3,1,10","1,10,9,2,5","3,1,10,6,8"
1109,54,9,3,4,"1,3,4","1,3,4","1,3,4,9,8","1,3,4,9,6"
1109,54,10,2,4,"8,5,6","8,6,4","8,5,6,3,7","8,6,4,7,5"
1109,54,11,0,1,"3,8,7","9,11,10","3,8,7,6,12","9,11,10,1,8"
1109,55,1,2,3,"11,7,3","7,11,1","11,7,3,1,10","7,11,1,4,6"
1109,55,2,3,4,"2,4,11","4,11,2","2,4,11,8,9","4,11,2,8,1"
1109,55,3,0,2,"5,8,3","7,1,2","5,8,3,10,7","7,1,2,11,3"
1109,55,4,3,4,"2,9,5","2,9,5","2,9,5,11,6","2,9,5,11,10"
1109,55,5,1,3,"3,10,6","3,9,8","3,10,6,8,7","3,9,8,6,2"
1109,55,6,2,4,"2,9,6","7,2,9","2,9,6,8,7","7,2,9,5,6"
1109,55,7,1,1,"1,6,12","7,1,2","1,6,12,4,10","7,1,2,8,9"
1109,55,8,2,4,"1,3,5","7,1,3","1,3,5,6,7","7,1,3,5,4"
1109,55,9,1,3,"8,10,12","2,8,4","8,10,12,1,3","2,8,4,12,10"
1109,55,10,1,2,"12,6,10","12,9,7","12,6,10,2,4","12,9,7,3,6"
1110,35,1,2,4,"1,5,7","5,1,6","1,5,7,2,9","5,1,6,7,9"
1110,35,2,1,3,"10,9,8","5,8,2","10,9,8,5,6","5,8,2,4,6"
1110,35,3,2,4,"2,11,8","11,2,6","2,11,8,9,6","11,2,6,10,9"
1110,35,4,2,4,"10,8,5","5,3,8","10,8,5,6,3","5,3,8,9,6"
1110,35,5,0,3,"9,1,5","2,7,4,6","9,1,5,7,4","2,7,4,6,1"
1110,35,6,1,3,"7,3,4","8,7,6","7,3,4,8,1","8,7,6,5,1"
1110,35,7,2,3,"6,4,3","6,2,4","6,4,3,7,1","6,2,4,5,7"
1110,35,8,0,4,"8,5,4","3,1,9","8,5,4,3,9","3,1,9,5,4"
1110,35,9,1,4,"4,10,11","4,9,6","4,10,11,12,6","4,9,6,11,10"
1110,35,10,1,3,"5,10,6","5,7,9","5,10,6,9,2","5,7,9,6,8"
1110,35,11,1,2,"1,3,10","7,3,8","1,3,10,5,6","7,3,8,6,4"
1110,35,12,1,3,"4,2,9","7,11,4","4,2,9,7,10","7,11,4,1,9"
1110,44,1,3,4,"10,1,7","10,1,7","10,1,7,8,5","10,1,7,6,5"
1110,44,2,2,5,"2,10,1","2,1,5","2,10,1,5,7","2,1,5,10,7"
1110,44,3,2,3,"8,9,5","8,7,5","8,9,5,7,13","8,7,5,3,1"
1110,44,4,2,4,"6,3,7","6,10,3","6,3,7,4,10","6,10,3,7,11"
1110,44,5,2,2,"3,12,11","3,8,12","3,12,11,1,9","3,8,12,2,14"
1110,44,6,1,3,"1,9,12","2,7,1","1,9,12,8,2","2,7,1,14,12"
1110,44,7,1,3,"12,10,1","12,11,9","12,10,1,9,3","12,11,9,1,4"
1110,44,8,2,3,"10,1,6","1,6,9","10,1,6,3,7","1,6,9,7,8"
1110,44,9,1,3,"3,5,9","3,4,2","3,5,9,1,7","3,4,2,5,1"
1110,44,10,3,5,"11,1,2","2,11,1","11,1,2,14,4","2,11,1,14,4"
1110,44,11,1,3,"11,10,2","2,1,12","11,10,2,5,12","2,1,12,10,4"
1110,44,12,1,3,"5,11,10","5,3,13","5,11,10,3,4","5,3,13,11,2"
1110,46,1,3,3,"1,4,7","1,7,4","1,4,7,6,2","1,7,4,5,8"
1110,46,2,2,4,"2,1,6","2,6,3","2,1,6,3,8","2,6,3,4,1"
1110,46,3,1,3,"4,6,3","4,2,1","4,6,3,1,7","4,2,1,6,5"
1110,46,4,1,4,"4,1,5","4,2,3","4,1,5,6,2","4,2,3,6,1"
1110,46,5,2,3,"7,6,1","7,8,1","7,6,1,2,4","7,8,1,4,5"
1110,46,6,0,3,"7,8,4","1,5,2","7,8,4,1,2","1,5,2,7,3"
1110,46,7,1,4,"1,4,7","6,7,5","1,4,7,6,3","6,7,5,4,1"
1110,46,8,2,5,"6,3,2","6,7,3","6,3,2,5,7","6,7,3,2,5"
1110,46,9,2,4,"8,3,5","8,9,3","8,3,5,1,4","8,9,3,1,5"
1110,46,10,1,3,"8,7,5","6,3,8","8,7,5,2,9","6,3,8,5,7"
1110,46,11,2,5,"2,3,5","5,2,1","2,3,5,1,4","5,2,1,3,4"
1110,48,1,2,2,"3,2,11","11,3,6","3,2,11,9,5","11,3,6,7,4"
1110,48,2,1,4,"4,1,8","1,6,10","4,1,8,6,5","1,6,10,8,4"
1110,48,3,0,2,"9,4,1","2,3,7","9,4,1,7,3","2,3,7,8,10"
1110,48,4,1,2,"10,9,1","11,3,1","10,9,1,8,5","11,3,1,6,10"
1110,48,5,1,2,"9,8,6","8,2,5","9,8,6,7,3","8,2,5,9,4"
1110,48,6,1,3,"1,11,9","11,5,10","1,11,9,8,2","11,5,10,9,1"
1110,48,7,1,3,"2,6,1","4,6,10","2,6,1,10,4","4,6,10,5,3"
1110,48,8,2,3,"4,8,2","6,2,4","4,8,2,6,9","6,2,4,3,10"
1110,48,9,2,3,"4,7,5","4,7,9","4,7,5,11,6","4,7,9,3,5"
1110,48,10,2,4,"7,9,5","12,7,9","7,9,5,4,12","12,7,9,5,10"
1110,48,11,1,3,"4,10,2","7,8,10","4,10,2,8,1","7,8,10,2,3"
1110,48,12,1,2,"1,5,6","7,1,8","1,5,6,10,9","7,1,8,2,9"
1111,30,1,2,4,"4,9,8","4,9,10","4,9,8,10,5","4,9,10,5,3"
1111,30,2,1,4,"7,2,6","6,1,9","7,2,6,1,12","6,1,9,12,2"
1111,30,3,2,5,"10,4,9","7,10,4","10,4,9,6,7","7,10,4,9,6"
1111,30,4,0,0,"14,5,6","1,3,7","14,5,6,11,4","1,3,7,8,16"
1111,30,5,1,3,"10,5,4","9,1,5","10,5,4,9,6","9,1,5,10,12"
1111,30,6,2,4,"3,2,5","6,2,5","3,2,5,6,7","6,2,5,3,8"
1111,30,7,0,2,"2,13,12","9,11,7","2,13,12,4,5","9,11,7,4,5"
1111,30,8,2,2,"10,1,7","10,3,1","10,1,7,11,5","10,3,1,6,4"
1111,30,9,3,5,"4,7,9","4,9,7","4,7,9,10,1","4,9,7,10,1"
1111,30,10,1,4,"3,6,8","13,12,8","3,6,8,14,12","13,12,8,3,14"
1111,30,11,0,2,"8,12,1","6,9,15","8,12,1,5,6","6,9,15,12,4"
1111,30,12,2,3,"9,11,1","9,3,1","9,11,1,6,4","9,3,1,8,6"
1111,35,1,2,2,"4,5,1","1,6,4","4,5,1,7,10","1,6,4,3,2"
1111,35,2,2,5,"2,6,1","6,2,9","2,6,1,9,3","6,2,9,3,1"
1111,35,3,2,3,"9,10,3","10,3,2","9,10,3,1,6","10,3,2,1,4"
1111,35,4,1,4,"4,5,6","11,6,3","4,5,6,11,3","11,6,3,9,4"
1111,35,5,1,2,"5,9,10","5,11,8","5,9,10,2,4","5,11,8,1,4"
1111,35,6,1,3,"2,4,7","5,4,6","2,4,7,5,6","5,4,6,10,1"
1111,35,7,2,3,"7,10,5","10,7,11","7,10,5,3,9","10,7,11,9,6"
1111,35,8,2,2,"11,9,4","11,4,8","11,9,4,6,5","11,4,8,10,12"
1111,35,9,2,2,"9,5,4","5,4,10","9,5,4,7,11","5,4,10,2,6"
1111,35,10,1,3,"10,4,1","8,10,3","10,4,1,8,5","8,10,3,6,4"
1111,35,11,1,1,"3,4,1","2,1,10","3,4,1,8,7","2,1,10,6,5"
1111,35,12,0,3,"2,4,3","11,6,5","2,4,3,10,6","11,6,5,2,10"
1111,44,1,2,4,"5,1,8","5,1,4","5,1,8,2,7","5,1,4,8,2"
1111,44,2,2,4,"4,8,11","4,8,6","4,8,11,3,6","4,8,6,2,3"
1111,44,3,3,5,"3,6,7","3,7,6","3,6,7,5,1","3,7,6,1,5"
1111,44,4,2,5,"1,5,7","5,1,4","1,5,7,4,2","5,1,4,2,7"
1111,44,5,2,4,"3,13,1","3,7,1","3,13,1,7,11","3,7,1,6,13"
1111,44,6,1,2,"11,8,5","5,3,2","11,8,5,10,2","5,3,2,1,6"
1111,44,7,0,1,"11,14,8","2,6,4","11,14,8,7,3","2,6,4,3,9"
1111,44,8,2,2,"11,2,6","7,6,2","11,2,6,9,1","7,6,2,5,3"
1111,44,9,1,4,"12,2,4","12,8,10","12,2,4,8,10","12,8,10,5,4"
1111,44,10,2,3,"13,8,2","13,8,6","13,8,2,6,12","13,8,6,1,4"
1111,44,11,2,4,"3,9,8","3,9,11","3,9,8,7,10","3,9,11,10,7"
1111,44,12,2,2,"11,9,15","11,9,10","11,9,15,8,14","11,9,10,12,16"
1111,46,1,1,3,"1,9,6","1,3,5","1,9,6,2,3","1,3,5,2,4"
1111,46,2,2,4,"7,6,1","7,3,6","7,6,1,4,2","7,3,6,4,1"
1111,46,3,2,4,"9,3,8","5,9,8","9,3,8,5,4","5,9,8,6,4"
1111,46,4,2,5,"6,1,2","6,4,2","6,1,2,3,4","6,4,2,3,1"
1111,46,5,2,4,"2,4,5","5,4,1","2,4,5,6,1","5,4,1,6,3"
1111,46,6,1,3,"3,7,6","3,2,1","3,7,6,2,5","3,2,1,4,5"
1111,46,7,2,4,"4,9,1","9,4,2","4,9,1,2,6","9,4,2,6,7"
1111,46,8,1,2,"8,1,7","2,3,8","8,1,7,6,2","2,3,8,5,4"
1111,46,9,2,4,"3,5,10","3,4,10","3,5,10,1,6","3,4,10,1,5"
1111,46,10,2,4,"6,9,5","6,7,9","6,9,5,7,3","6,7,9,3,1"
1111,46,11,2,4,"7,5,9","7,5,3","7,5,9,3,8","7,5,3,8,6"
1111,46,12,2,5,"5,2,4","2,5,1","5,2,4,1,3","2,5,1,3,4"
1111,48,1,1,4,"4,10,3","9,10,6","4,10,3,6,9","9,10,6,4,8"
1111,48,2,1,2,"7,3,8","10,8,9","7,3,8,5,10","10,8,9,6,1"
1111,48,3,1,3,"1,9,8","3,7,1","1,9,8,7,4","3,7,1,4,5"
1111,48,4,1,1,"10,3,9","11,10,5","10,3,9,2,1","11,10,5,6,4"
1111,48,5,0,2,"6,2,4","9,11,7","6,2,4,11,9","9,11,7,10,8"
1111,48,6,2,4,"8,10,5","8,5,3","8,10,5,7,3","8,5,3,11,10"
1111,48,7,2,4,"11,6,5","2,5,11","11,6,5,7,2","2,5,11,9,7"
1111,48,8,3,5,"4,8,6","6,8,4","4,8,6,10,9","6,8,4,10,9"
1111,48,9,1,3,"7,6,5","6,2,9","7,6,5,9,10","6,2,9,7,1"
1111,48,10,2,4,"1,3,10","1,4,3","1,3,10,2,4","1,4,3,2,8"
1111,48,11,0,1,"3,5,9","7,10,4","3,5,9,8,6","7,10,4,9,11"
1111,48,12,2,4,"11,6,9","1,11,9","11,6,9,1,3","1,11,9,3,4"
1111,50,1,2,3,"9,2,4","4,9,1","9,2,4,7,8","4,9,1,5,2"
1111,50,2,2,3,"4,8,5","5,8,9","4,8,5,10,3","5,8,9,6,10"
1111,50,3,2,3,"3,2,10","2,9,10","3,2,10,5,9","2,9,10,8,7"
1111,50,4,2,4,"8,5,9","6,9,8","8,5,9,7,2","6,9,8,7,5"
1111,50,5,2,4,"11,9,7","11,7,10","11,9,7,6,10","11,7,10,9,12"
1111,50,6,2,3,"3,4,8","3,10,8","3,4,8,2,1","3,10,8,6,1"
1111,50,7,2,5,"2,4,5","2,5,6","2,4,5,6,1","2,5,6,1,4"
1111,50,8,1,3,"10,8,3","10,4,6","10,8,3,2,6","10,4,6,3,7"
1111,50,9,2,3,"3,8,10","7,10,8","3,8,10,2,1","7,10,8,4,2"
1111,50,10,2,2,"3,4,7","9,3,4","3,4,7,5,1","9,3,4,6,8"
1111,50,11,0,2,"1,10,3","11,12,9","1,10,3,9,5","11,12,9,2,3"
1111,50,12,0,1,"3,11,7","8,4,1","3,11,7,12,10","8,4,1,11,6"
1112,30,1,2,3,"8,4,9","8,5,4","8,4,9,5,10","8,5,4,6,1"
1112,30,2,0,3,"10,6,1","9,8,5","10,6,1,8,3","9,8,5,10,6"
1112,30,3,3,3,"4,6,5","4,6,5","4,6,5,12,10","4,6,5,8,9"
1112,30,4,0,3,"14,11,5","2,3,8","14,11,5,12,2","2,3,8,14,5"
1112,30,5,1,4,"2,4,8","4,10,15","2,4,8,10,13","4,10,15,2,8"
1112,30,6,2,4,"7,2,8","7,2,1","7,2,8,3,1","7,2,1,3,11"
1112,30,7,2,3,"3,8,2","8,3,10","3,8,2,10,5","8,3,10,1,9"
1112,30,8,2,5,"2,5,3","2,1,3","2,5,3,1,11","2,1,3,5,11"
1112,30,9,1,3,"4,7,6","2,10,4","4,7,6,10,9","2,10,4,3,6"
1112,30,10,2,2,"2,3,9","2,3,5","2,3,9,4,12","2,3,5,11,10"
1112,30,11,1,4,"8,3,6","8,4,5","8,3,6,4,11","8,4,5,3,6"
1112,30,12,1,3,"7,1,2","13,4,2","7,1,2,11,13","13,4,2,10,7"
1112,35,1,2,3,"5,1,9","5,9,4","5,1,9,2,3","5,9,4,2,8"
1112,35,2,1,3,"2,4,5","10,9,2","2,4,5,3,10","10,9,2,7,3"
1112,35,3,2,3,"4,7,9","4,5,9","4,7,9,6,10","4,5,9,1,10"
1112,35,4,1,3,"1,5,2","5,10,11","1,5,2,3,4","5,10,11,4,1"
1112,35,5,2,3,"2,7,1","7,6,2","2,7,1,6,5","7,6,2,8,4"
1112,35,6,2,4,"5,3,7","7,6,5","5,3,7,8,6","7,6,5,3,2"
1112,35,7,0,2,"2,8,6","3,7,1","2,8,6,11,1","3,7,1,9,6"
1112,35,8,1,2,"9,4,6","3,8,9","9,4,6,2,3","3,8,9,7,1"
1112,35,9,1,3,"9,2,8","2,6,7","9,2,8,7,1","2,6,7,4,1"
1112,35,10,3,4,"3,6,2","3,2,6","3,6,2,7,4","3,2,6,7,11"
1112,35,11,1,3,"8,4,3","8,2,9","8,4,3,10,9","8,2,9,1,3"
1112,35,12,1,2,"3,6,10","2,3,4","3,6,10,9,5","2,3,4,6,8"
1112,44,1,1,4,"3,12,4","1,3,7","3,12,4,1,5","1,3,7,5,12"
1112,44,2,2,3,"13,3,7","3,13,1","13,3,7,6,9","3,13,1,9,5"
1112,44,3,2,4,"1,5,4","5,1,2","1,5,4,7,2","5,1,2,6,4"
1112,44,4,1,1,"7,8,4","13,7,10","7,8,4,11,1","13,7,10,2,6"
1112,44,5,1,3,"10,9,7","2,7,3","10,9,7,4,2","2,7,3,6,10"
1112,44,6,2,4,"1,6,13","1,6,9","1,6,13,9,10","1,6,9,13,7"
1112,44,7,1,3,"11,9,4","11,12,7","11,9,4,2,12","11,12,7,4,6"
1112,44,8,1,3,"7,3,6","7,2,5","7,3,6,9,13","7,2,5,6,3"
1112,44,9,1,4,"6,2,7","11,6,4","6,2,7,4,11","11,6,4,2,1"
1112,44,10,3,3,"4,7,3","7,4,3","4,7,3,5,1","7,4,3,6,2"
1112,44,11,2,4,"12,10,5","12,5,4","12,10,5,4,2","12,5,4,3,10"
1112,44,12,1,2,"1,12,4","3,2,4","1,12,4,7,3","3,2,4,10,6"
1112,48,1,1,3,"7,6,11","7,10,5","7,6,11,10,1","7,10,5,11,2"
1112,48,2,2,2,"11,6,7","6,11,10","11,6,7,2,5","6,11,10,9,3"
1112,48,3,2,3,"11,9,12","11,1,9","11,9,12,1,6","11,1,9,7,5"
1112,48,4,1,2,"5,10,8","5,7,3","5,10,8,9,2","5,7,3,4,9"
1112,48,5,2,5,"7,11,2","7,6,11","7,11,2,8,6","7,6,11,2,8"
1112,48,6,2,3,"6,8,10","6,1,8","6,8,10,4,12","6,1,8,11,12"
1112,48,7,2,4,"4,6,9","4,9,1","4,6,9,5,1","4,9,1,6,10"
1112,48,8,0,2,"4,8,6","11,3,9","4,8,6,3,7","11,3,9,5,8"
1112,48,9,2,3,"1,10,5","10,1,2","1,10,5,12,11","10,1,2,7,11"
1112,48,10,0,2,"9,6,1","4,11,5","9,6,1,7,4","4,11,5,3,6"
1112,48,11,2,3,"3,2,4","2,6,4","3,2,4,7,5","2,6,4,7,1"
1112,48,12,1,1,"3,7,11","3,9,5","3,7,11,6,2","3,9,5,4,10"
1112,50,1,1,3,"10,2,6","10,4,1","10,2,6,7,1","10,4,1,3,2"
1112,50,2,1,3,"5,2,10","9,10,1","5,2,10,1,9","9,10,1,6,7"
1112,50,3,2,5,"2,3,5","4,2,5","2,3,5,4,1","4,2,5,1,3"
1112,50,4,2,4,"5,2,9","5,2,8","5,2,9,8,10","5,2,8,9,11"
1112,50,5,1,2,"1,7,9","7,11,8","1,7,9,10,4","7,11,8,10,3"
1112,50,6,2,3,"4,7,9","4,7,10","4,7,9,6,2","4,7,10,3,2"
1112,50,7,1,4,"2,5,1","6,2,4","2,5,1,4,3","6,2,4,5,1"
1112,50,8,2,4,"10,5,3","8,10,5","10,5,3,4,8","8,10,5,1,4"
1112,50,9,1,3,"4,9,8","4,6,10","4,9,8,10,3","4,6,10,7,9"
1112,50,10,2,3,"6,2,4","2,6,3","6,2,4,8,1","2,6,3,7,1"
1112,50,11,1,3,"6,7,9","3,6,4","6,7,9,3,4","3,6,4,5,2"
1112,50,12,2,3,"3,10,9","10,6,9","3,10,9,1,8","10,6,9,3,11"
1113,30,1,2,3,"10,8,6","8,10,5","10,8,6,7,9","8,10,5,6,2"
1113,30,2,2,4,"1,8,4","8,12,1","1,8,4,6,12","8,12,1,6,10"
1113,30,3,2,3,"7,11,6","7,11,4","7,11,6,4,2","7,11,4,5,9"
1113,30,4,1,3,"5,3,4","4,10,6","5,3,4,10,11","4,10,6,1,3"
1113,30,5,2,3,"11,7,3","7,3,4","11,7,3,8,10","7,3,4,11,6"
1113,30,6,2,3,"12,5,11","5,11,2","12,5,11,6,9","5,11,2,12,4"
1113,30,7,1,2,"10,2,13","15,4,13","10,2,13,3,7","15,4,13,8,2"
1113,30,8,1,2,"5,8,12","5,9,3","5,8,12,11,4","5,9,3,13,11"
1113,30,9,2,5,"7,4,3","7,3,1","7,4,3,1,5","7,3,1,4,5"
1113,30,10,2,3,"10,5,11","5,11,3","10,5,11,6,7","5,11,3,7,8"
1113,30,11,1,4,"5,6,4","4,8,3","5,6,4,10,8","4,8,3,5,6"
1113,30,12,2,4,"10,5,3","8,10,3","10,5,3,8,7","8,10,3,7,11"
1113,44,1,1,2,"7,10,12","5,6,12","7,10,12,8,11","5,6,12,3,8"
1113,44,2,1,3,"2,13,3","4,12,13","2,13,3,1,14","4,12,13,3,2"
1113,44,3,1,4,"8,4,5","9,7,8","8,4,5,7,2","9,7,8,4,2"
1113,44,4,2,4,"10,2,8","2,10,1","10,2,8,1,3","2,10,1,8,6"
1113,44,5,1,2,"7,9,5","9,3,6","7,9,5,8,3","9,3,6,1,4"
1113,44,6,2,3,"1,8,5","8,4,1","1,8,5,4,7","8,4,1,9,11"
1113,44,7,1,3,"4,7,9","7,11,5","4,7,9,5,11","7,11,5,2,6"
1113,44,8,2,3,"13,5,1","1,13,11","13,5,1,3,14","1,13,11,10,5"
1113,44,9,1,1,"2,10,7","10,12,13","2,10,7,9,11","10,12,13,3,8"
1113,44,10,2,3,"4,16,1","4,16,13","4,16,1,13,7","4,16,13,2,3"
1113,44,11,3,3,"3,5,1","5,1,3","3,5,1,9,8","5,1,3,7,2"
1113,44,12,3,4,"2,12,6","2,6,12","2,12,6,9,8","2,6,12,7,8"
1113,48,1,2,4,"8,9,4","8,9,5","8,9,4,10,1","8,9,5,10,1"
1113,48,2,0,2,"1,5,6","10,9,4","1,5,6,8,7","10,9,4,6,8"
1113,48,3,1,2,"9,6,4","9,7,8","9,6,4,2,3","9,7,8,10,6"
1113,48,4,1,2,"10,11,2","10,9,6","10,11,2,6,7","10,9,6,3,5"
1113,48,5,0,1,"3,10,11","5,6,8","3,10,11,9,2","5,6,8,2,4"
1113,48,6,0,2,"1,3,8","10,11,9","1,3,8,5,11","10,11,9,3,7"
1113,48,7,2,3,"8,9,5","10,8,9","8,9,5,7,3","10,8,9,3,4"
1113,48,8,1,3,"11,9,8","11,1,6","11,9,8,5,4","11,1,6,9,8"
1113,48,9,2,3,"8,9,4","4,8,10","8,9,4,7,3","4,8,10,1,9"
1113,48,10,2,5,"7,4,1","7,4,3","7,4,1,3,2","7,4,3,2,1"
1113,48,11,2,4,"7,6,8","6,8,9","7,6,8,3,9","6,8,9,7,11"
1113,48,12,2,2,"10,7,8","3,10,7","10,7,8,1,2","3,10,7,9,11"
1113,50,1,1,2,"1,9,5","5,2,4","1,9,5,3,6","5,2,4,9,8"
1113,50,2,1,2,"10,3,6","10,1,9","10,3,6,7,5","10,1,9,4,5"
1113,50,3,3,5,"7,1,10","7,1,10","7,1,10,8,11","7,1,10,8,11"
1113,50,4,3,4,"5,10,12","10,12,5","5,10,12,11,1","10,12,5,11,2"
1113,50,5,2,2,"6,9,11","6,2,11","6,9,11,8,4","6,2,11,3,7"
1113,50,6,1,3,"9,6,3","6,10,2","9,6,3,1,7","6,10,2,7,3"
1113,50,7,1,4,"8,4,5","5,10,9","8,4,5,6,10","5,10,9,4,8"
1113,50,8,1,2,"2,10,9","9,7,8","2,10,9,1,4","9,7,8,4,6"
1113,50,9,2,4,"4,10,2","4,10,8","4,10,2,7,8","4,10,8,3,7"
1113,50,10,2,4,"3,5,7","3,1,7","3,5,7,8,6","3,1,7,8,5"
1113,50,11,0,2,"7,1,8","12,9,5","7,1,8,12,3","12,9,5,4,7"
1113,50,12,2,3,"1,3,8","8,1,4","1,3,8,7,9","8,1,4,7,2"
1114,44,1,1,3,"8,9,1","4,6,8","8,9,1,10,4","4,6,8,3,9"
1114,44,2,1,3,"9,4,1","10,2,9","9,4,1,10,7","10,2,9,8,4"
1114,44,3,1,4,"3,1,6","8,1,10","3,1,6,10,8","8,1,10,6,5"
1114,44,4,2,3,"5,1,4","5,8,1","5,1,4,2,3","5,8,1,7,2"
1114,44,5,2,4,"5,7,6","5,2,6","5,7,6,2,9","5,2,6,9,10"
1114,44,6,2,2,"3,11,10","12,11,3","3,11,10,13,2","12,11,3,4,7"
1114,44,7,3,4,"10,8,5","8,5,10","10,8,5,6,1","8,5,10,6,2"
1114,44,8,2,4,"8,4,1","4,8,6","8,4,1,14,6","4,8,6,13,1"
1114,44,9,1,3,"1,12,5","12,9,4","1,12,5,4,7","12,9,4,1,2"
1114,44,10,1,1,"7,8,5","7,10,12","7,8,5,2,6","7,10,12,3,9"
1114,44,11,3,4,"4,12,5","4,12,5","4,12,5,2,1","4,12,5,1,7"
1114,44,12,1,3,"4,16,5","4,2,9","4,16,5,8,1","4,2,9,8,1"
1114,47,1,2,3,"2,9,10","2,10,5","2,9,10,7,3","2,10,5,8,9"
1114,47,2,1,2,"2,5,4","3,4,9","2,5,4,8,1","3,4,9,6,5"
1114,47,3,2,2,"3,5,9","9,3,1","3,5,9,8,7","9,3,1,10,2"
1114,47,4,1,3,"3,2,1","3,6,7","3,2,1,6,8","3,6,7,2,4"
1114,47,5,2,3,"7,3,8","3,7,4","7,3,8,6,5","3,7,4,5,2"
1114,47,6,1,4,"8,5,1","8,4,3","8,5,1,3,4","8,4,3,5,9"
1114,47,7,3,3,"2,1,10","1,2,10","2,1,10,4,8","1,2,10,7,6"
1114,47,8,1,4,"4,1,5","3,4,2","4,1,5,2,3","3,4,2,5,6"
1114,47,9,1,2,"2,3,10","3,4,5","2,3,10,1,4","3,4,5,9,8"
1114,47,10,2,4,"4,6,8","6,1,4","4,6,8,2,9","6,1,4,8,9"
1114,47,11,1,3,"10,12,1","11,4,10","10,12,1,11,7","11,4,10,7,9"
1114,47,12,1,2,"1,3,5","4,2,1","1,3,5,9,8","4,2,1,7,3"
1115,54,1,2,4,"2,3,7","2,3,4","2,3,7,8,5","2,3,4,7,8"
1115,54,2,2,3,"4,7,5","7,4,6","4,7,5,2,10","7,4,6,10,11"
1115,54,3,2,3,"5,2,4","5,2,6","5,2,4,7,3","5,2,6,8,4"
1115,54,4,2,3,"10,9,1","10,2,9","10,9,1,3,4","10,2,9,7,1"
1115,54,5,2,3,"1,6,9","10,1,6","1,6,9,3,8","10,1,6,2,9"
1115,54,6,2,4,"11,9,7","11,9,1","11,9,7,5,2","11,9,1,5,7"
